,City,Lat,Lng,Temp,Humidity,Cloudiness,Wind,Country,Date
280,kharakvasla,18.4333,73.7667,67.01,31,0,4.16,IN,1612639963
281,comodoro rivadavia,-45.8667,-67.5,59.0,72,90,17.27,AR,1612639963
282,meadow lake,34.8014,-106.5436,53.01,23,1,10.36,US,1612639807
283,ukiah,39.1502,-123.2078,63.0,54,1,3.44,US,1612639963
284,grindavik,63.8424,-22.4338,35.6,64,40,18.41,IS,1612639963
285,bosaso,11.2842,49.1816,73.76,77,8,1.3,SO,1612639869
286,ossora,59.2353,163.0719,19.6,96,100,29.51,RU,1612639964
287,haines junction,60.7522,-137.5108,-22.0,63,98,0.6,CA,1612639964
288,yueyang,29.3333,113.0919,52.32,76,38,3.94,CN,1612639964
289,talnakh,69.4865,88.3972,-29.0,74,0,3.0,RU,1612639964
290,niksar,40.5917,36.9517,47.64,53,5,7.58,TR,1612639964
291,americus,32.0724,-84.2327,44.6,87,90,8.05,US,1612639681
292,nkoteng,4.5167,12.0333,76.86,27,0,2.86,CM,1612639964
293,nanortalik,60.1432,-45.2371,21.79,79,0,4.81,GL,1612639964
294,port lincoln,-34.7333,135.8667,60.87,75,71,11.14,AU,1612639964
295,destin,30.3935,-86.4958,53.6,76,90,9.22,US,1612639761
296,nanning,22.8167,108.3167,59.0,88,0,2.24,CN,1612639965
297,taltal,-25.4,-70.4833,69.64,58,22,5.59,CL,1612639965
298,turukhansk,65.8167,87.9833,-3.93,92,100,15.64,RU,1612639965
299,grand gaube,-20.0064,57.6608,80.01,80,0,5.01,MU,1612639965
300,luau,-10.7073,22.2247,67.42,97,100,5.01,AO,1612639965
301,akyab,20.15,92.9,63.59,66,0,7.7,MM,1612639965
302,sechura,-5.5569,-80.8222,82.6,54,17,15.17,PE,1612639946
303,gazojak,41.1875,61.4036,43.48,59,87,4.34,TM,1612639966
304,bambous virieux,-20.3428,57.7575,80.01,83,20,3.44,MU,1612639966
305,manaure,11.7751,-72.4445,87.62,45,98,21.5,CO,1612639966
306,miami lakes,25.9087,-80.3087,73.4,94,90,11.5,US,1612639966
307,burnie,-41.0667,145.9167,61.0,85,93,5.01,AU,1612639697
308,norman wells,65.282,-126.8329,-31.0,68,75,6.91,CA,1612639966
309,nikolayevsk-na-amure,53.1406,140.73,-6.2,88,100,6.71,RU,1612639966
310,ryazan,54.6197,39.74,-3.5,91,94,8.97,RU,1612639955
311,itarana,-19.8739,-40.8753,78.01,68,100,4.41,BR,1612639967
312,mizdah,31.4451,12.9801,66.78,25,99,8.28,LY,1612639967
313,linxia,35.6003,103.2064,30.02,71,100,1.16,CN,1612639967
314,mweka,-4.85,21.5667,70.27,89,30,0.92,CD,1612639967
315,arraial do cabo,-22.9661,-42.0278,71.6,94,90,14.97,BR,1612639967
316,sokoto,13.0609,5.239,78.26,17,62,9.42,NG,1612639967
317,la cruz,23.9167,-106.9,73.49,59,1,9.62,MX,1612639967
318,patitirion,39.15,23.8667,60.01,51,0,3.0,GR,1612639968
319,souillac,-20.5167,57.5167,78.8,83,20,3.44,MU,1612639968
320,laja,-37.2667,-72.7,66.2,72,90,6.91,CL,1612639968
321,kahului,20.8947,-156.47,71.01,68,20,3.36,US,1612639712
322,burgersdorp,-30.9977,26.3286,70.83,59,45,15.1,ZA,1612639968
323,shujalpur,23.4,76.7167,53.6,71,0,4.61,IN,1612639968
324,bontang,0.1333,117.5,77.29,84,100,5.48,ID,1612639968
325,amapa,1.0,-52.0,78.39,93,100,4.63,BR,1612639968
326,kapiri mposhi,-13.9652,28.6809,65.64,97,99,4.25,ZM,1612639968
327,sioux lookout,50.1001,-91.917,-13.0,58,90,14.97,CA,1612639752
328,noumea,-22.2763,166.4572,77.0,94,90,1.14,NC,1612639969
329,hervey bay,-25.2986,152.8535,73.0,84,11,3.71,AU,1612639969
330,chuy,-33.6971,-53.4616,81.81,52,0,8.08,UY,1612639969
331,clyde river,70.4692,-68.5914,-14.8,76,40,3.31,CA,1612639969
332,oranjemund,-28.55,16.4333,65.14,90,6,13.58,NA,1612639969
333,sundumbili,-29.1337,31.3975,77.0,78,75,10.36,ZA,1612639969
334,alofi,-19.0595,-169.9187,78.8,94,100,6.91,NU,1612639969
335,gizo,-8.103,156.8419,82.99,74,100,10.07,SB,1612639969
336,riyadh,24.6877,46.7219,62.6,59,40,6.91,SA,1612639691
337,naron,43.5167,-8.1528,48.0,76,20,1.14,ES,1612639969
338,kyren,51.6828,102.1408,7.11,80,90,2.15,RU,1612639878
339,havoysund,70.9963,24.6622,26.6,59,75,16.11,NO,1612639970
340,sokolka,53.4072,23.5023,3.99,84,7,4.43,PL,1612639970
341,tupa,-21.9347,-50.5136,80.64,53,0,8.84,BR,1612639970
342,hays,30.0502,-98.0336,73.99,29,0,1.99,US,1612639970
343,flin flon,54.7682,-101.865,-25.6,62,1,11.5,CA,1612639970
344,dikson,73.5069,80.5464,-29.43,86,86,10.78,RU,1612639970
345,oussouye,12.485,-16.5469,77.0,57,0,9.22,SN,1612639970
346,huangzhou,30.45,114.8,46.4,100,67,4.68,CN,1612639970
347,pokaran,26.9167,71.9167,59.07,32,0,6.42,IN,1612639971
348,mogadishu,2.0371,45.3438,77.04,78,0,19.75,SO,1612639971
349,curup,-3.4667,102.5333,66.94,88,100,3.06,ID,1612639971
350,lompoc,34.6391,-120.4579,66.2,42,1,3.2,US,1612639747
351,panguna,-6.3164,155.4848,68.88,96,39,1.03,PG,1612639971
352,harindanga,22.0383,88.3214,68.0,60,40,6.91,IN,1612639971
353,te anau,-45.4167,167.7167,56.59,74,10,1.21,NZ,1612639971
354,katangli,51.7102,143.2326,-3.39,92,100,7.31,RU,1612639971
355,cherskiy,68.75,161.3,-8.23,81,0,5.75,RU,1612639971
356,vostok,46.4856,135.8833,-13.65,90,100,2.35,RU,1612639971
357,eyl,7.9803,49.8164,75.78,80,18,13.2,SO,1612639972
358,fagersta,60.0042,15.7932,21.2,86,90,5.75,SE,1612639972
359,ilulissat,69.2167,-51.1,21.2,45,40,23.02,GL,1612639972
360,camacha,33.0833,-16.3333,59.0,63,75,17.27,PT,1612639914
361,chernyshevskiy,63.0128,112.4714,-31.22,86,55,1.86,RU,1612639972
362,vestmannaeyjar,63.4427,-20.2734,37.4,75,20,28.77,IS,1612639972
363,koygorodok,60.445,50.9968,-6.97,90,100,9.64,RU,1612639972
364,touros,-5.1989,-35.4608,87.8,51,40,11.5,BR,1612639972
365,hare bay,48.8499,-54.0148,32.0,100,90,20.71,CA,1612639973
366,saint-francois,46.4154,3.9054,48.0,100,0,5.75,FR,1612639973
367,hvide sande,56.0045,8.1294,21.99,79,10,7.0,DK,1612639973
368,geraldton,-28.7667,114.6,69.8,94,75,20.71,AU,1612639973
369,kaeo,-35.1,173.7833,61.0,92,100,1.99,NZ,1612639859
370,awka,6.2101,7.0741,86.0,39,0,3.44,NG,1612639973
371,seduva,55.7667,23.7667,6.8,85,40,6.91,LT,1612639973
372,namatanai,-3.6667,152.4333,78.91,79,80,2.15,PG,1612639973
373,vardo,70.3705,31.1107,24.8,74,40,23.02,NO,1612639695
374,sharjah,25.3573,55.4033,71.6,52,0,5.75,AE,1612639973
375,ambon,-3.6954,128.1814,77.0,88,40,5.75,ID,1612639974
376,eenhana,-17.4667,16.3333,76.59,57,66,1.41,NA,1612639974
377,muhos,64.808,25.9931,12.2,85,0,9.22,FI,1612639692
378,saint-pierre,-21.3393,55.4781,78.8,83,75,3.44,RE,1612639974
379,aguas verdes,-3.4814,-80.245,87.8,62,40,10.36,PE,1612639974
380,virtsu,58.5716,23.5115,12.99,70,96,1.01,EE,1612639974
381,muriti,-1.9833,32.9167,73.4,73,75,4.85,TZ,1612639974
382,hualmay,-11.0964,-77.6139,74.97,67,89,9.04,PE,1612639974
383,van wert,40.8695,-84.5841,19.4,53,1,4.61,US,1612639974
384,mildura,-34.2,142.15,60.8,77,0,6.91,AU,1612639974
385,xam nua,20.4197,104.0439,55.09,93,2,1.5,LA,1612639975
386,labuan,5.2767,115.2417,78.8,94,20,6.67,MY,1612639975
387,vegachi,6.7614,-74.7947,82.15,63,98,3.0,CO,1612639975
388,wagar,16.1525,36.2032,63.77,47,0,12.37,SD,1612639975
389,viedma,-40.8135,-62.9967,78.01,45,0,1.01,AR,1612639975
390,northam,51.0333,-4.2167,39.99,94,52,1.99,GB,1612639975
391,formosa,-26.1775,-58.1781,84.2,48,0,9.22,AR,1612639858
392,provideniya,64.3833,-173.3,-0.17,89,75,7.4,RU,1612639976
393,rio esteban,15.8333,-86.3,87.8,62,20,2.3,HN,1612639976
394,beringovskiy,63.05,179.3167,-9.74,89,3,8.63,RU,1612639873
395,lubango,-14.9172,13.4925,66.52,54,75,3.44,AO,1612639976
396,le pradet,43.1066,6.0172,57.99,77,0,12.66,FR,1612639976
397,olavarria,-36.8927,-60.3225,95.86,15,0,3.83,AR,1612639976
398,tromso,69.6496,18.957,26.6,86,75,4.61,NO,1612639976
399,pevek,69.7008,170.3133,-1.5,87,100,4.14,RU,1612639976
400,nantucket,41.2835,-70.0995,43.0,56,1,23.02,US,1612639713
401,lucban,14.1133,121.5569,75.99,92,100,6.08,PH,1612639977
402,umm lajj,25.0213,37.2685,71.64,58,0,14.14,SA,1612639977
403,kieta,-6.2167,155.6333,79.74,79,30,7.58,PG,1612639977
404,bentiu,9.2333,29.8333,72.07,20,58,7.7,SS,1612639977
405,okha,53.5739,142.9478,1.04,93,100,14.52,RU,1612639700
406,sturgis,41.7992,-85.4192,19.4,57,1,8.05,US,1612639977
407,moissala,8.3404,17.7663,78.85,17,0,4.27,TD,1612639977
408,loanda,-8.8368,13.2343,80.6,78,25,9.22,AO,1612639977
409,doha,25.2867,51.5333,69.8,83,0,10.36,QA,1612639939
410,baley,51.6,116.6333,-16.83,89,42,2.04,RU,1612639978
411,impfondo,1.6381,18.0667,79.63,60,76,0.43,CG,1612639978
412,piterka,50.6803,47.4454,16.07,91,100,13.27,RU,1612639978
413,puerto madryn,-42.7692,-65.0385,67.77,52,100,20.47,AR,1612639978
414,alma,48.5501,-71.6491,24.8,63,98,13.8,CA,1612639957
415,eureka,40.8021,-124.1637,51.01,80,0,5.01,US,1612639978
416,krasnoye,49.9145,24.6134,24.8,74,0,6.71,UA,1612639978
417,bonavista,48.6499,-53.1147,34.0,100,100,4.61,CA,1612639978
418,acarau,-2.8856,-40.12,85.71,60,80,16.44,BR,1612639772
419,cadiz,36.5,-5.75,57.2,82,40,3.44,ES,1612639978
420,amga,60.8953,131.9608,-28.86,83,100,1.34,RU,1612639978
421,roma,43.2128,-75.4557,30.2,40,20,18.41,US,1612639968
422,dymer,50.7865,30.3026,17.01,73,59,6.71,UA,1612639979
423,dargaville,-35.9333,173.8833,60.31,78,100,2.8,NZ,1612639725
424,walvis bay,-22.9575,14.5053,64.4,82,0,8.05,NA,1612639885
425,hirara,24.8,125.2833,69.73,66,0,7.25,JP,1612639979
426,rio gallegos,-51.6226,-69.2181,66.2,20,40,12.66,AR,1612639805
427,kavaratti,10.5669,72.642,81.0,65,0,10.0,IN,1612639786
428,botwood,49.1499,-55.3482,33.01,94,100,11.72,CA,1612639979
429,tigzirt,36.8886,4.1198,57.29,82,86,10.04,DZ,1612639715
430,huarmey,-10.0681,-78.1522,75.85,65,21,10.42,PE,1612639747
431,sandy bay,-42.913,147.3532,59.0,77,75,2.3,AU,1612639980
432,bilibino,68.0546,166.4372,-9.08,81,0,2.57,RU,1612639831
433,amarante,-6.2411,-42.8547,88.61,52,83,3.74,BR,1612639980
434,iranshahr,27.2025,60.6848,59.0,18,0,6.91,IR,1612639980
435,aksarka,66.5606,67.7975,-34.24,82,95,19.04,RU,1612639980
436,korla,41.7597,86.1469,27.77,84,0,3.67,CN,1612639980
437,belmonte,-15.8631,-38.8828,84.2,83,75,8.05,BR,1612639980
438,inuvik,68.3499,-133.7218,-23.8,76,100,3.44,CA,1612639980
439,merauke,-8.4667,140.3333,79.74,84,100,13.56,ID,1612639981
440,igboho,8.8333,3.75,82.26,17,100,3.24,NG,1612639981
441,orsk,51.2049,58.5668,10.4,72,75,29.08,RU,1612639981
442,sumbe,-11.2061,13.8437,76.3,82,62,6.4,AO,1612639981
443,santa cecilia,-26.9608,-50.4269,73.71,37,0,4.83,BR,1612639981
444,cockburn town,21.4612,-71.1419,82.4,65,20,16.11,TC,1612639981
445,vao,-22.6667,167.4833,76.98,88,0,7.99,NC,1612639765
446,palembang,-2.9167,104.7458,74.55,95,94,3.24,ID,1612639876
447,tuatapere,-46.1333,167.6833,58.59,72,1,3.6,NZ,1612639981
448,rocha,-34.4833,-54.3333,78.98,50,0,14.09,UY,1612639982
449,raga,8.4596,25.678,63.63,27,2,4.9,SS,1612639982
450,constitucion,-35.3333,-72.4167,65.07,70,24,6.17,CL,1612639982
451,santa isabel do rio negro,-0.4139,-65.0192,88.3,65,81,1.23,BR,1612639982
452,shenkursk,62.1091,42.896,-6.86,90,100,9.33,RU,1612639982
453,severo-yeniseyskiy,60.3725,93.0408,14.05,95,100,12.73,RU,1612639982
454,flinders,-34.5833,150.8552,64.0,85,0,1.99,AU,1612639964
455,khovu-aksy,51.1333,93.6,4.37,87,1,5.57,RU,1612639982
456,usinsk,65.9939,57.5281,-32.93,82,98,13.89,RU,1612639983
457,semirom,31.4167,51.5667,36.95,77,33,5.59,IR,1612639983
458,ternate,0.8,127.4,80.11,81,100,5.21,ID,1612639983
459,volta redonda,-22.5231,-44.1042,71.6,88,90,4.61,BR,1612639841
460,nuuk,64.1835,-51.7216,26.6,43,1,6.91,GL,1612639983
461,pinheiro,-2.5214,-45.0825,87.31,57,13,5.82,BR,1612639983
462,port antonio,18.18,-76.4612,87.01,62,20,23.02,JM,1612639983
463,ullal,12.8,74.85,77.0,73,1,8.05,IN,1612639876
464,leningradskiy,69.3833,178.4167,-13.25,77,33,6.31,RU,1612639984
465,komsomolskiy,40.4272,71.7189,42.8,49,100,4.61,UZ,1612639837
466,general jose eduvigis diaz,-27.1667,-58.4167,87.01,39,0,9.22,PY,1612639984
467,muravlenko,63.7898,74.523,2.77,94,100,14.23,RU,1612639984
468,iralaya,15.0,-83.2333,86.0,73,40,8.05,HN,1612639984
469,jibuti,11.5,42.5,75.2,69,20,3.44,DJ,1612639984
470,san andres,12.5847,-81.7006,86.0,74,40,9.22,CO,1612639750
471,gamba,-2.65,10.0,80.15,88,100,7.76,GA,1612639720
472,yushan,31.3776,120.9543,52.0,100,0,2.24,CN,1612639806
473,khuzhir,53.1939,107.3397,8.64,91,100,5.84,RU,1612639985
474,gisborne,-38.6533,178.0042,60.01,88,100,3.0,NZ,1612639793
475,avera,33.194,-82.5271,48.99,53,90,10.36,US,1612639985
476,denpasar,-8.65,115.2167,78.8,89,20,4.61,ID,1612639985
477,honiara,-9.4333,159.95,78.24,86,100,8.3,SB,1612639985
478,karasburg,-28.0167,18.75,79.65,32,0,22.77,NA,1612639985
479,ndele,8.4109,20.6473,74.48,20,0,7.0,CF,1612639985
480,palora,-1.7,-77.9333,68.0,94,90,4.61,EC,1612639985
481,bridgetown,13.1,-59.6167,84.2,54,20,18.41,BB,1612639959
482,baoqing,46.3317,132.2111,-8.34,88,73,4.97,CN,1612639986
483,ancud,-41.8697,-73.8203,77.0,50,0,10.36,CL,1612639986
484,soe,-9.8607,124.284,66.4,99,97,3.89,ID,1612639986
485,enid,36.3956,-97.8784,37.4,80,90,19.57,US,1612639986
486,rio grande,-32.035,-52.0986,84.2,45,0,8.05,BR,1612639986
487,opelousas,30.5335,-92.0815,55.0,87,90,5.75,US,1612639986
488,jalu,29.0331,21.5482,62.53,36,0,8.5,LY,1612639986
489,hit,33.6416,42.8251,57.04,86,100,6.6,IQ,1612639986
490,acapulco,16.8634,-99.8901,84.2,65,20,10.36,MX,1612639773
491,shimanovsk,52.0,127.7,-19.46,85,0,6.73,RU,1612639986
492,yabrud,33.9674,36.6574,50.0,87,0,11.5,SY,1612639987
493,shu,43.5983,73.7614,39.02,73,100,7.61,KZ,1612639987
494,suntar,62.1444,117.6319,-23.39,87,56,2.59,RU,1612639987
495,tirau,-37.9833,175.75,64.99,65,100,3.0,NZ,1612639987
496,vizinga,61.0749,50.1031,-6.03,90,100,11.03,RU,1612639987
497,samarai,-10.6167,150.6667,82.27,78,100,6.44,PG,1612639987
498,pangnirtung,66.1451,-65.7125,14.0,79,75,4.61,CA,1612639987
499,tottori,35.5,134.2333,45.61,75,0,6.38,JP,1612639761
500,leon,21.1167,-101.6667,75.2,19,20,5.75,MX,1612639878
501,wuwei,37.9281,102.6414,28.87,73,41,3.51,CN,1612639708
502,caluquembe,-13.7833,14.6833,65.97,64,91,6.98,AO,1612639988
503,naryan-mar,67.6713,53.087,-27.62,84,94,11.97,RU,1612639856
504,adre,13.4667,22.2,64.51,23,0,13.22,TD,1612639988
505,aguimes,27.9054,-15.4461,64.0,63,40,9.22,ES,1612639988
506,college,64.8569,-147.8028,-8.0,77,90,3.44,US,1612639988
507,atikokan,48.7555,-91.6216,-11.07,87,100,12.57,CA,1612639988
508,atlantic city,39.3643,-74.4229,48.99,31,1,16.11,US,1612639859
509,carndonagh,55.25,-7.2667,38.75,78,73,16.02,IE,1612639988
510,pedasi,7.5333,-80.0333,83.23,68,100,8.32,PA,1612639988
511,loa janan,-0.583,117.095,73.69,96,100,0.65,ID,1612639988
512,hovd,48.0056,91.6419,8.38,91,0,1.34,MN,1612639989
513,korostyshiv,50.3172,29.0563,17.53,88,98,8.99,UA,1612639989
514,campos altos,-19.6961,-46.1714,75.78,80,3,6.38,BR,1612639989
515,srednekolymsk,67.45,153.6833,-18.62,84,10,3.42,RU,1612639989
516,khash,28.2211,61.2158,50.02,41,0,6.6,IR,1612639989
517,sapa,5.1544,120.3241,80.28,82,100,7.63,PH,1612639719
518,caconda,-13.7333,15.0667,70.59,55,100,5.64,AO,1612639989
519,llata,-9.4167,-76.7833,61.7,59,97,7.09,PE,1612639989
520,garowe,8.4054,48.4845,69.58,78,0,14.12,SO,1612639989
521,sitka,57.0531,-135.33,35.6,80,75,6.91,US,1612639738
522,zapolyarnyy,69.4154,30.8136,24.8,86,75,20.71,RU,1612639990
523,inhambane,-23.865,35.3833,82.0,78,20,4.61,MZ,1612639990
524,sao joao da barra,-21.6403,-41.0511,73.4,88,75,13.8,BR,1612639979
525,kalmunai,7.4167,81.8167,76.42,88,39,9.91,LK,1612639990
526,tacuarembo,-31.7333,-55.9833,82.92,39,0,3.89,UY,1612639910
527,bridgton,44.0548,-70.7128,36.0,61,11,5.99,US,1612639990
528,ornskoldsvik,63.2909,18.7153,19.4,86,0,8.05,SE,1612639990
529,taga,46.95,24.05,43.0,100,90,3.44,RO,1612639990
530,ulladulla,-35.35,150.4667,63.0,100,49,6.91,AU,1612639991
531,itarema,-2.9248,-39.9167,83.21,68,42,14.43,BR,1612639991
532,san quintin,30.4833,-115.95,64.76,57,0,6.22,MX,1612639991
533,ostersund,63.1792,14.6357,12.2,92,90,5.75,SE,1612639991
534,smithers,54.7804,-127.1743,24.8,93,90,2.21,CA,1612639991
535,kilindoni,-7.9139,39.6668,81.91,76,91,11.72,TZ,1612639991
536,altay,47.8667,88.1167,22.75,89,97,2.64,CN,1612639991
537,mecca,21.4267,39.8261,66.96,56,0,7.99,SA,1612639991
538,tabas,33.5959,56.9244,51.8,24,0,2.3,IR,1612639896
539,petropavlovsk-kamchatskiy,53.0452,158.6483,24.8,63,100,24.61,RU,1612639992
540,sinnamary,5.3833,-52.95,78.46,86,100,15.59,GF,1612639992
541,goreloye,52.937,41.5043,-0.94,92,78,9.31,RU,1612639992
542,lamar,33.6668,-95.5836,45.0,93,90,11.5,US,1612639992
543,hurghada,27.2574,33.8129,66.2,59,0,5.75,EG,1612639992
544,worland,44.0169,-107.9554,18.0,67,1,3.44,US,1612639992
545,sulangan,11.1373,123.7228,80.17,81,6,15.57,PH,1612639992
546,zaysan,47.4667,84.8667,19.99,87,0,2.53,KZ,1612639992
547,dingzhou,38.5131,114.9956,33.8,60,0,8.95,CN,1612639993
548,okhotsk,59.3833,143.3,-0.92,88,67,11.1,RU,1612639993
549,ust-tsilma,65.441,52.1498,-26.54,83,99,9.69,RU,1612639993
550,murray bridge,-35.1167,139.2667,57.0,93,77,9.93,AU,1612639808
551,pelym,61.0108,61.9978,-8.01,90,100,13.29,RU,1612639993
552,massaguet,12.4755,15.4365,73.4,20,45,5.75,TD,1612639993
553,buala,-8.145,159.5921,80.42,82,100,11.63,SB,1612639720
554,cuamba,-14.8031,36.5372,71.82,94,100,1.52,MZ,1612639993
555,palm coast,29.585,-81.2078,64.99,82,90,11.5,US,1612639993
556,ajaccio,42.0,8.9167,60.8,55,0,6.91,FR,1612639994
557,newport,51.5877,-2.9984,39.0,91,1,1.01,GB,1612639994
558,san vicente,-26.6167,-54.1333,79.93,37,0,6.53,AR,1612639994
559,tessalit,20.1986,1.0114,75.96,17,71,9.46,ML,1612639994
560,chara,56.9064,118.2631,-14.46,73,100,0.54,RU,1612639705
561,buin,-33.7333,-70.75,71.6,60,0,8.05,CL,1612639994
562,coihaique,-45.5752,-72.0662,77.0,33,75,4.61,CL,1612639988
